date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments
2025-07-01,Nagaland,Mon,798621,117,221,29,367
2025-07-01,Nagaland,Wokha,797111,40,191,17,248
2025-07-01,Nagaland,Zunheboto,798620,48,277,24,349
2025-07-01,Nagaland,Dimapur,797115,49,93,12,154
2025-07-01,Nagaland,Kohima,797001,74,154,11,239
2025-07-01,Nagaland,Kiphire,798611,46,233,26,305
2025-07-01,Nagaland,Dimapur,797103,44,104,10,158
2025-07-01,Nagaland,Tuensang,798612,71,177,15,263
2025-07-01,Nagaland,Longleng,798625,47,284,20,351
2025-07-01,Nagaland,Dimapur,797112,153,259,60,472
2025-07-01,Nagaland,Mon,798603,141,455,40,636
2025-07-01,Nagaland,Mokokchung,798601,73,134,13,220
2025-04-01,Manipur,Churachandpur,795128,130,476,26,632
2025-05-01,Manipur,Bishnupur,795133,50,54,18,122
2025-05-01,Manipur,Imphal West,795001,44,37,25,106
2025-06-01,Manipur,Churachandpur,795128,91,499,13,603
2025-07-01,Manipur,Churachandpur,795128,348,1265,13,1626
2025-04-01,Telangana,Hyderabad,500059,160,22,10,192
2025-04-01,Telangana,Hyderabad,500013,92,10,12,114
2025-04-01,Telangana,K.v. Rangareddy,500032,27,14,13,54
2025-04-01,Telangana,K.v. Rangareddy,500005,132,11,15,158
2025-04-01,Telangana,Medchal-malkajgiri,500072,76,25,15,116
2025-05-01,Telangana,Hyderabad,500008,475,129,10,614
2025-05-01,Telangana,Hyderabad,500020,261,25,11,297
2025-06-01,Telangana,Hyderabad,500028,295,178,11,484
2025-06-01,Telangana,Hyderabad,500032,42,30,17,89
2025-06-01,Telangana,Hyderabad,500008,353,271,21,645
2025-06-01,Telangana,Medchal Malkajgiri,500072,159,119,20,298
2025-07-01,Telangana,Hyderabad,500013,492,126,11,629
2025-07-01,Telangana,Hyderabad,500001,253,132,23,408
2025-07-01,Telangana,Hyderabad,500029,98,51,14,163
2025-07-01,Telangana,Hyderabad,500032,92,53,20,165
2025-07-01,Telangana,Hyderabad,500053,936,250,15,1201
2025-07-01,Telangana,Hyderabad,500028,580,190,22,792
2025-07-01,Telangana,Hyderabad,500024,205,87,10,302
2025-07-01,Telangana,Ranga Reddy,500079,181,93,10,284
2025-07-01,Telangana,Bhadradri Kothagudem,507123,256,55,11,322
2025-07-01,Telangana,Hyderabad,500027,104,45,11,160
2025-07-01,Telangana,Hyderabad,500047,114,40,18,172
2025-07-01,Telangana,Hyderabad,500056,98,35,10,143
2025-07-01,Telangana,Hyderabad,500008,880,362,15,1257
2025-07-01,Telangana,Bhadradri Kothagudem,507115,251,54,12,317
2025-07-01,Telangana,Hyderabad,500040,139,52,12,203
2025-07-01,Telangana,Hyderabad,500084,180,77,23,280
2025-07-01,Telangana,Hyderabad,500064,636,190,14,840
2025-07-01,Telangana,Medchal Malkajgiri,500090,250,146,10,406
2025-07-01,Telangana,Hyderabad,500002,392,130,15,537
2025-10-17,Telangana,Hyderabad,500053,48,12,0,60
2025-10-17,Telangana,Hyderabad,500064,38,7,0,45
2025-10-17,Telangana,Hyderabad,500005,39,6,0,45
2025-12-31,Telangana,Hyderabad,500053,31,13,1,45
2025-10-30,Telangana,Hyderabad,500008,48,11,0,59
2025-11-02,Telangana,Hyderabad,500008,37,12,0,49
2025-11-15,Telangana,Hyderabad,500053,46,13,0,59
2025-12-15,Telangana,Hyderabad,500008,33,15,0,48
2025-12-15,Telangana,Hyderabad,500053,46,7,0,53
2025-12-22,Telangana,Hyderabad,500008,44,0,0,44
2025-04-01,Tripura,Unakoti,799263,19,16,15,50
2025-04-01,Tripura,West Tripura,799045,78,34,13,125
2025-04-01,Tripura,West Tripura,799035,68,31,12,111
2025-06-01,Tripura,Dhalai,799289,33,25,10,68
2025-06-01,Tripura,Dhalai,799275,27,62,10,99
2025-07-01,Tripura,Sepahijala,799102,166,144,15,325
2025-07-01,Tripura,North Tripura,799271,124,75,17,216
2025-07-01,Tripura,Gomati,799114,69,45,10,124
2025-12-15,Tripura,North Tripura,799271,19,8,0,27
2025-04-01,Mizoram,Champhai,796321,275,76,17,368
2025-05-01,Mizoram,Saiha,796901,40,36,51,127
2025-05-01,Mizoram,Lawngtlai,796770,99,22,14,135
2025-05-01,Mizoram,Lunglei,796701,136,31,16,183
2025-05-01,Mizoram,Lawngtlai,796891,181,40,15,236
2025-06-01,Mizoram,Lawngtlai,796891,119,43,11,173
2025-06-01,Mizoram,Champhai,796321,86,26,26,138
2025-07-01,Mizoram,Lunglei,796770,83,32,20,135
2025-07-01,Mizoram,Lawngtlai,796891,240,59,31,330
2025-07-01,Mizoram,Champhai,796321,95,57,20,172
2025-07-01,Mizoram,Saiha,796901,87,48,18,153
2025-07-01,Mizoram,Kolasib,796081,44,21,20,85
2025-04-01,Jammu and Kashmir,Punch,185121,142,59,10,211
2025-05-01,Jammu and Kashmir,Baramula,193201,136,39,12,187
2025-05-01,Jammu and Kashmir,Jammu,181221,55,16,10,81
2025-09-01,Jammu and Kashmir,Bandipore,193502,23,6,1,30
2025-09-01,Jammu and Kashmir,Kulgam,192231,20,4,0,24
2025-09-02,Jammu and Kashmir,Baramula,193101,19,6,0,25
2025-09-03,Jammu and Kashmir,Bandipore,193502,22,6,0,28
2025-10-13,Jammu and Kashmir,Doda,182203,31,6,0,37
2025-10-13,Jammu and Kashmir,Kulgam,192231,17,8,0,25
2025-10-15,Jammu and Kashmir,Doda,182203,27,2,0,29
2025-10-17,Jammu and Kashmir,Bandipore,193502,21,4,1,26
2025-10-17,Jammu and Kashmir,Doda,182143,31,2,0,33
2025-10-17,Jammu and Kashmir,Doda,182203,57,11,0,68
2025-10-17,Jammu and Kashmir,Doda,182202,38,8,0,46
2025-10-17,Jammu and Kashmir,Kulgam,192231,19,9,0,28
2025-10-17,Jammu and Kashmir,Kupwara,193222,25,4,1,30
2025-10-18,Jammu and Kashmir,Doda,182203,27,4,0,31
2025-10-19,Jammu and Kashmir,Kupwara,193224,20,3,0,23
2025-10-19,Jammu and Kashmir,Doda,182203,42,8,0,50
2025-10-20,Jammu and Kashmir,Doda,182203,30,3,0,33
2025-10-25,Jammu and Kashmir,Doda,182203,43,7,0,50
2025-10-25,Jammu and Kashmir,Punch,185102,42,2,0,44
2025-12-31,Jammu and Kashmir,Bandipore,193502,15,9,0,24
2025-10-27,Jammu and Kashmir,Punch,185102,22,1,0,23
2025-10-29,Jammu and Kashmir,Doda,182203,25,3,0,28
2025-10-30,Jammu and Kashmir,Anantnag,192101,21,3,1,25
2025-10-30,Jammu and Kashmir,Bandipore,193502,19,7,1,27
2025-10-30,Jammu and Kashmir,Pulwama,192301,32,2,0,34
2025-10-30,Jammu and Kashmir,Punch,185101,16,8,0,24
2025-10-30,Jammu and Kashmir,Doda,182202,24,3,0,27
2025-10-30,Jammu and Kashmir,Doda,182203,73,26,0,99
2025-10-30,Jammu and Kashmir,Kupwara,193224,29,8,0,37
2025-10-30,Jammu and Kashmir,Ramban,182144,26,9,0,35
2025-10-30,Jammu and Kashmir,Punch,185102,43,1,0,44
2025-10-30,Jammu and Kashmir,Doda,182201,29,4,0,33
2025-10-30,Jammu and Kashmir,Kishtwar,182205,23,1,0,24
2025-10-30,Jammu and Kashmir,Kulgam,192231,40,9,0,49
2025-10-30,Jammu and Kashmir,Reasi,182315,15,15,0,30
2025-10-31,Jammu and Kashmir,Doda,182203,36,13,0,49
2025-11-02,Jammu and Kashmir,Baramula,193101,22,5,0,27
2025-11-02,Jammu and Kashmir,Doda,182203,68,20,0,88
2025-11-02,Jammu and Kashmir,Pulwama,192301,26,2,0,28
2025-11-02,Jammu and Kashmir,Doda,182202,26,5,0,31
2025-11-03,Jammu and Kashmir,Doda,182203,17,6,0,23
2025-11-10,Jammu and Kashmir,Pulwama,192301,22,1,0,23
2025-11-15,Jammu and Kashmir,Doda,182201,31,2,0,33
2025-11-15,Jammu and Kashmir,Doda,182201,31,2,0,33
2025-11-15,Jammu and Kashmir,Bandipore,193502,27,7,1,35
2025-11-15,Jammu and Kashmir,Kupwara,193224,23,3,1,27
2025-11-15,Jammu and Kashmir,Ramban,182144,21,10,0,31
2025-11-15,Jammu and Kashmir,Udhampur,182122,23,0,0,23
2025-11-15,Jammu and Kashmir,Baramula,193101,35,3,0,38
2025-11-15,Jammu and Kashmir,Punch,185121,18,9,0,27
2025-11-15,Jammu and Kashmir,Ramban,182145,14,12,0,26
2025-11-15,Jammu and Kashmir,Shupiyan,192303,16,10,0,26
2025-11-15,Jammu and Kashmir,Kathua,184206,31,1,0,32
2025-11-15,Jammu and Kashmir,Kulgam,192231,27,4,0,31
2025-11-15,Jammu and Kashmir,Pulwama,192301,22,1,0,23
2025-11-15,Jammu and Kashmir,Punch,185101,18,8,0,26
2025-11-15,Jammu and Kashmir,Kathua,184206,31,1,0,32
2025-11-15,Jammu and Kashmir,Kulgam,192231,27,4,0,31
2025-11-15,Jammu and Kashmir,Pulwama,192301,22,1,0,23
2025-11-15,Jammu and Kashmir,Punch,185101,18,8,0,26
2025-11-15,Jammu and Kashmir,Reasi,182315,19,16,0,35
2025-11-19,Jammu and Kashmir,Rajouri,185132,15,7,2,24
2025-11-19,Jammu and Kashmir,Rajouri,185132,15,7,2,24
2025-11-19,Jammu and Kashmir,Punch,185121,14,9,0,23
2025-11-19,Jammu and Kashmir,Udhampur,182122,29,3,0,32
2025-11-19,Jammu and Kashmir,Doda,182203,19,9,0,28
2025-11-19,Jammu and Kashmir,Kulgam,192231,24,3,1,28
2025-11-19,Jammu and Kashmir,Bandipore,193502,13,6,10,29
2025-11-19,Jammu and Kashmir,Reasi,182315,13,13,0,26
2025-11-19,Jammu and Kashmir,Kishtwar,182204,20,3,1,24
2025-11-19,Jammu and Kashmir,Kishtwar,182205,24,1,2,27
2025-11-19,Jammu and Kashmir,Baramula,193101,19,5,1,25
2025-11-25,Jammu and Kashmir,Shupiyan,192303,20,4,0,24
2025-12-15,Jammu and Kashmir,Baramula,193101,26,3,0,29
2025-12-15,Jammu and Kashmir,Kulgam,192231,29,6,0,35
2025-12-15,Jammu and Kashmir,Rajouri,185132,21,4,0,25
2025-12-15,Jammu and Kashmir,Ramban,182144,43,10,0,53
2025-12-15,Jammu and Kashmir,Ramban,182145,19,5,0,24
2025-12-15,Jammu and Kashmir,Kupwara,193223,25,3,0,28
2025-12-15,Jammu and Kashmir,Punch,185101,33,0,0,33
2025-12-15,Jammu and Kashmir,Punch,185121,37,4,0,41
2025-12-15,Jammu and Kashmir,Shupiyan,192303,50,7,0,57
2025-12-15,Jammu and Kashmir,Udhampur,182122,40,2,0,42
2025-12-15,Jammu and Kashmir,Baramula,193201,24,4,1,29
2025-12-15,Jammu and Kashmir,Kathua,184206,29,0,0,29
2025-12-15,Jammu and Kashmir,Kishtwar,182204,33,2,0,35
2025-12-15,Jammu and Kashmir,Kishtwar,182205,41,2,0,43
2025-12-15,Jammu and Kashmir,Pulwama,192301,28,1,0,29
2025-12-15,Jammu and Kashmir,Badgam,191111,33,0,0,33
2025-12-15,Jammu and Kashmir,Doda,182203,59,8,0,67
2025-12-15,Jammu and Kashmir,Rajouri,185151,30,7,0,37
2025-12-15,Jammu and Kashmir,Ramban,182146,35,9,0,44
2025-12-22,Jammu and Kashmir,Baramula,193122,27,0,0,27
2025-12-22,Jammu and Kashmir,Baramula,193201,28,0,0,28
2025-12-22,Jammu and Kashmir,Ramban,182144,44,0,0,44
2025-12-22,Jammu and Kashmir,Ramban,182146,35,1,0,36
2025-12-22,Jammu and Kashmir,Doda,182203,29,0,0,29
2025-12-22,Jammu and Kashmir,Jammu,181206,23,0,0,23
2025-12-22,Jammu and Kashmir,Kishtwar,182205,37,0,0,37
2025-12-22,Jammu and Kashmir,Kulgam,192231,30,1,0,31
2025-12-22,Jammu and Kashmir,Shupiyan,192303,34,0,0,34
2025-12-22,Jammu and Kashmir,Badgam,191111,43,0,0,43
2025-12-22,Jammu and Kashmir,Badgam,193411,35,0,0,35
2025-12-22,Jammu and Kashmir,Baramula,193101,34,0,0,34
2025-12-22,Jammu and Kashmir,Pulwama,192123,26,0,0,26
2025-12-22,Jammu and Kashmir,Pulwama,192301,41,0,0,41
2025-12-22,Jammu and Kashmir,Reasi,182315,28,0,0,28
2025-12-23,Jammu and Kashmir,Doda,182203,29,0,0,29
2025-12-24,Jammu and Kashmir,Pulwama,192301,22,0,1,23
2025-12-24,Jammu and Kashmir,Doda,182203,40,1,0,41
2025-12-26,Jammu and Kashmir,Doda,182203,48,5,3,56
2025-12-26,Jammu and Kashmir,Punch,185101,39,2,0,41
2025-12-27,Jammu and Kashmir,Doda,182203,49,2,1,52
2025-12-27,Jammu and Kashmir,Punch,185101,24,4,0,28
2025-12-28,Jammu and Kashmir,Doda,182203,75,6,0,81
2025-12-28,Jammu and Kashmir,Punch,185121,28,1,0,29
2025-12-28,Jammu and Kashmir,Punch,185102,32,0,0,32
2025-12-28,Jammu and Kashmir,Reasi,182313,18,6,0,24
2025-12-29,Jammu and Kashmir,Kathua,184144,24,0,0,24
2025-12-29,Jammu and Kashmir,Doda,182203,210,3,0,213
2025-12-29,Jammu and Kashmir,Kathua,184143,26,0,0,26
2025-12-29,Jammu and Kashmir,Kupwara,193223,26,0,0,26
2025-12-29,Jammu and Kashmir,Punch,185101,75,0,0,75
2025-12-29,Jammu and Kashmir,Punch,185102,43,0,0,43
2025-12-29,Jammu and Kashmir,Punch,185121,35,1,0,36
2025-12-29,Jammu and Kashmir,Udhampur,182125,58,0,0,58
2025-12-29,Jammu and Kashmir,Baramula,193101,40,2,0,42
2025-12-29,Jammu and Kashmir,Kulgam,192231,30,2,0,32
2025-12-31,Jammu and Kashmir,Baramula,193402,33,4,0,37
2025-12-31,Jammu and Kashmir,Kupwara,193224,18,8,0,26
2025-12-31,Jammu and Kashmir,Pulwama,192301,23,4,0,27
2025-12-31,Jammu and Kashmir,Punch,185101,18,9,0,27
2025-12-31,Jammu and Kashmir,Reasi,182315,35,24,1,60
2025-12-31,Jammu and Kashmir,Shupiyan,192303,15,9,0,24
2025-12-31,Jammu and Kashmir,Baramula,193101,22,5,0,27
2025-12-31,Jammu and Kashmir,Kulgam,192231,22,13,0,35
2025-04-01,Chandigarh,Chandigarh,160036,86,21,10,117
2025-12-22,Chandigarh,Chandigarh,160036,18,0,0,18
2025-12-22,Chandigarh,Chandigarh,160047,18,0,0,18
2025-04-01,Sikkim,South Sikkim,737126,15,23,11,49
2025-04-01,Sikkim,West Sikkim,737121,52,65,10,127
2025-07-01,Sikkim,West Sikkim,737111,48,108,15,171
2025-07-01,Sikkim,South Sikkim,737121,100,147,13,260
2025-04-01,Odisha,Nabarangapur,764076,182,82,12,276
2025-07-01,Odisha,Khordha,751024,37,37,13,87
2025-07-01,Odisha,Nabarangpur,764074,327,103,12,442
2025-09-01,Odisha,Bargarh,768029,14,3,0,17
2025-09-01,Odisha,Ganjam,761109,15,0,0,15
2025-09-01,Odisha,Kalahandi,766018,11,7,0,18
2025-09-01,Odisha,Kandhamal,762002,13,2,0,15
2025-09-01,Odisha,Koraput,764057,5,10,0,15
2025-09-01,Odisha,Mayurbhanj,757092,12,4,0,16
2025-09-01,Odisha,Sundergarh,770040,14,3,0,17
2025-09-01,Odisha,Kendujhar,758028,14,5,0,19
2025-09-01,Odisha,Nabarangapur,764049,25,6,0,31
2025-09-01,Odisha,Nabarangapur,764071,13,7,0,20
2025-09-01,Odisha,Rayagada,765015,7,11,0,18
2025-09-01,Odisha,Angul,759127,14,2,0,16
2025-09-01,Odisha,Balangir,767026,16,6,0,22
2025-09-01,Odisha,Kalahandi,766002,12,4,0,16
2025-09-01,Odisha,Kandhamal,762011,16,1,0,17
2025-09-01,Odisha,Koraput,764037,16,4,0,20
2025-09-01,Odisha,Koraput,764043,17,3,0,20
2025-09-01,Odisha,Nabarangapur,764073,17,10,0,27
2025-09-01,Odisha,Gajapati,761217,13,2,0,15
2025-09-01,Odisha,Kendujhar,758018,15,2,0,17
2025-09-01,Odisha,Mayurbhanj,757048,16,6,0,22
2025-09-01,Odisha,Nabarangapur,764072,13,6,0,19
2025-09-01,Odisha,Mayurbhanj,757037,13,4,0,17
2025-09-02,Odisha,Malkangiri,764045,14,3,0,17
2025-09-02,Odisha,Nabarangapur,764071,12,10,0,22
2025-09-02,Odisha,Nabarangapur,764072,10,9,0,19
2025-09-02,Odisha,Gajapati,761016,10,7,0,17
2025-09-02,Odisha,Koraput,764002,17,12,0,29
2025-09-02,Odisha,Nuapada,766106,9,7,0,16
2025-09-02,Odisha,Nuapada,766108,14,5,0,19
2025-09-02,Odisha,Balangir,767037,15,1,0,16
2025-09-02,Odisha,Kalahandi,766014,14,3,0,17
2025-09-02,Odisha,Malkangiri,764044,34,6,0,40
2025-09-02,Odisha,Rayagada,765015,5,17,0,22
2025-09-02,Odisha,Balangir,767026,14,5,0,19
2025-09-02,Odisha,Baleswar,756056,21,1,0,22
2025-09-02,Odisha,Bargarh,768029,16,2,0,18
2025-09-02,Odisha,Bargarh,768042,13,6,0,19
2025-09-03,Odisha,Balangir,767040,14,5,0,19
2025-09-03,Odisha,Gajapati,761016,15,6,0,21
2025-09-03,Odisha,Kalahandi,766011,13,2,0,15
2025-09-03,Odisha,Koraput,764043,18,2,0,20
2025-09-03,Odisha,Koraput,764056,13,4,0,17
2025-09-03,Odisha,Malkangiri,764044,24,9,0,33
2025-09-03,Odisha,Nabarangapur,764071,12,8,0,20
2025-09-03,Odisha,Kandhamal,762002,15,3,0,18
2025-09-03,Odisha,Mayurbhanj,757038,17,6,1,24
2025-09-03,Odisha,Nabarangapur,764049,15,3,0,18
2025-09-03,Odisha,Nabarangapur,764073,20,0,0,20
2025-09-03,Odisha,Nabarangapur,764072,12,8,0,20
2025-09-03,Odisha,Sonapur,767018,14,1,0,15
2025-09-04,Odisha,Nabarangapur,764049,18,10,0,28
2025-09-04,Odisha,Nabarangapur,764071,8,8,0,16
2025-09-04,Odisha,Nabarangapur,764073,15,3,0,18
2025-09-04,Odisha,Koraput,764043,14,3,0,17
2025-09-04,Odisha,Mayurbhanj,757034,17,3,0,20
2025-09-04,Odisha,Mayurbhanj,757037,18,1,0,19
2025-09-04,Odisha,Malkangiri,764044,30,5,0,35
2025-09-04,Odisha,Malkangiri,764086,19,4,0,23
2025-09-04,Odisha,Nuapada,766108,18,1,0,19
2025-09-04,Odisha,Koraput,764002,13,2,0,15
2025-09-04,Odisha,Malkangiri,764045,25,3,0,28
2025-09-04,Odisha,Nuapada,766105,15,5,0,20
2025-09-04,Odisha,Kalahandi,766014,14,1,0,15
2025-09-04,Odisha,Nuapada,766107,15,0,0,15
2025-09-05,Odisha,Malkangiri,764045,17,4,0,21
2025-09-05,Odisha,Nabarangapur,764049,20,1,0,21
2025-09-05,Odisha,Kendrapara,754224,10,8,0,18
2025-09-05,Odisha,Nabarangapur,764073,24,7,0,31
2025-09-06,Odisha,Angul,759141,22,3,0,25
2025-09-06,Odisha,Balangir,767040,12,3,0,15
2025-09-06,Odisha,Malkangiri,764044,19,6,0,25
2025-09-06,Odisha,Nabarangapur,764076,10,7,0,17
2025-09-06,Odisha,Cuttack,754031,20,1,0,21
2025-09-06,Odisha,Malkangiri,764086,19,3,0,22
2025-09-06,Odisha,Nuapada,766105,15,4,0,19
2025-09-06,Odisha,Dhenkanal,759016,16,7,0,23
2025-09-06,Odisha,Koraput,764043,20,3,0,23
2025-09-06,Odisha,Malkangiri,764045,49,11,0,60
2025-09-06,Odisha,Nabarangapur,764072,12,5,0,17
2025-09-06,Odisha,Nabarangapur,764073,16,5,0,21
2025-09-08,Odisha,Bargarh,768029,16,3,0,19
2025-09-08,Odisha,Kalahandi,766102,15,2,0,17
2025-09-08,Odisha,Koraput,764038,11,5,0,16
2025-09-08,Odisha,Nabarangapur,764073,15,5,0,20
2025-09-08,Odisha,Nabarangapur,764074,23,6,0,29
2025-09-08,Odisha,Rayagada,765029,19,1,0,20
2025-09-08,Odisha,Angul,759125,18,2,0,20
2025-09-08,Odisha,Bargarh,768049,34,2,0,36
2025-09-08,Odisha,Kendujhar,758018,13,4,0,17
2025-09-08,Odisha,Koraput,764043,13,5,0,18
2025-09-08,Odisha,Koraput,765013,11,6,0,17
2025-09-08,Odisha,Malkangiri,764043,13,3,0,16
2025-09-08,Odisha,Balangir,767039,15,6,0,21
2025-09-08,Odisha,Bargarh,768028,12,3,0,15
2025-09-08,Odisha,Koraput,764002,12,4,0,16
2025-09-08,Odisha,Malkangiri,764044,23,7,0,30
2025-09-08,Odisha,Nabarangapur,764070,12,3,0,15
2025-09-08,Odisha,Nabarangapur,764071,25,11,0,36
2025-09-08,Odisha,Nabarangapur,764072,21,6,0,27
2025-09-08,Odisha,Rayagada,765019,23,3,0,26
2025-09-08,Odisha,Baleswar,756024,11,5,0,16
2025-09-08,Odisha,Boudh,762015,14,3,0,17
2025-09-08,Odisha,Kalahandi,766014,12,3,0,15
2025-09-08,Odisha,Kandhamal,762002,13,3,0,16
2025-09-08,Odisha,Nayagarh,752077,14,4,0,18
2025-09-08,Odisha,Balangir,767026,17,8,0,25
2025-09-08,Odisha,Bhadrak,756125,18,4,0,22
2025-09-08,Odisha,Kalahandi,766018,11,5,0,16
2025-09-08,Odisha,Kendujhar,758031,14,2,0,16
2025-09-08,Odisha,Koraput,764028,18,3,0,21
2025-09-08,Odisha,Mayurbhanj,757048,10,9,0,19
2025-09-08,Odisha,Nabarangapur,764076,13,14,0,27
2025-09-08,Odisha,Rayagada,765015,11,9,0,20
2025-09-09,Odisha,Malkangiri,764044,27,7,0,34
2025-09-09,Odisha,Nabarangapur,764071,11,10,0,21
2025-09-09,Odisha,Nabarangapur,764074,16,5,0,21
2025-09-09,Odisha,Nabarangapur,764076,4,17,0,21
2025-09-09,Odisha,Rayagada,765029,16,3,0,19
2025-09-09,Odisha,Bhadrak,756164,15,4,0,19
2025-09-09,Odisha,Gajapati,761016,15,1,0,16
2025-09-09,Odisha,Koraput,764043,13,4,0,17
2025-09-09,Odisha,Malkangiri,764043,24,8,0,32
2025-09-09,Odisha,Balangir,767026,10,6,0,16
2025-09-09,Odisha,Kendujhar,758018,14,4,0,18
2025-09-09,Odisha,Malkangiri,764047,31,4,0,35
2025-09-09,Odisha,Nabarangapur,764072,25,11,0,36
2025-09-09,Odisha,Nabarangapur,764073,15,5,0,20
2025-09-10,Odisha,Bargarh,768036,15,5,0,20
2025-09-10,Odisha,Malkangiri,764047,43,2,0,45
2025-09-10,Odisha,Nabarangapur,764074,16,2,0,18
2025-09-10,Odisha,Kandhamal,762002,17,1,0,18
2025-09-10,Odisha,Kendujhar,758018,13,3,0,16
2025-09-10,Odisha,Mayurbhanj,757037,14,3,0,17
2025-09-10,Odisha,Mayurbhanj,757038,16,2,0,18
2025-09-10,Odisha,Nabarangapur,764072,21,6,0,27
2025-09-10,Odisha,Bhadrak,756130,13,5,0,18
2025-09-10,Odisha,Nabarangapur,764073,14,4,0,18
2025-09-10,Odisha,Malkangiri,764045,37,9,0,46
2025-09-10,Odisha,Baleswar,756024,14,2,0,16
2025-09-10,Odisha,Gajapati,761016,17,0,0,17
2025-09-10,Odisha,Mayurbhanj,757034,13,2,0,15
2025-09-10,Odisha,Nabarangapur,764071,32,8,0,40
2025-09-10,Odisha,Nabarangapur,764076,14,8,0,22
2025-09-10,Odisha,Rayagada,765015,8,7,0,15
2025-09-11,Odisha,Rayagada,765029,17,0,0,17
2025-09-11,Odisha,Nabarangapur,764073,9,7,0,16
2025-09-11,Odisha,Balangir,767026,14,2,0,16
2025-09-11,Odisha,Malkangiri,764045,45,7,0,52
2025-09-11,Odisha,Malkangiri,764047,39,3,0,42
2025-09-11,Odisha,Nabarangapur,764076,9,6,0,15
2025-09-11,Odisha,Kandhamal,762011,13,2,0,15
2025-09-11,Odisha,Nabarangapur,764072,18,13,0,31
2025-09-11,Odisha,Nabarangapur,764075,11,5,0,16
2025-09-11,Odisha,Nuapada,766106,12,3,0,15
2025-09-12,Odisha,Sundergarh,770040,9,6,0,15
2025-09-12,Odisha,Koraput,764002,11,5,0,16
2025-09-12,Odisha,Koraput,764058,15,0,0,15
2025-09-12,Odisha,Malkangiri,764045,53,7,0,60
2025-09-12,Odisha,Mayurbhanj,757048,16,2,0,18
2025-09-12,Odisha,Nabarangapur,764071,11,4,0,15
2025-09-12,Odisha,Bargarh,768036,17,3,0,20
2025-09-12,Odisha,Koraput,764036,12,7,0,19
2025-09-12,Odisha,Malkangiri,764047,34,6,0,40
2025-09-12,Odisha,Nabarangapur,764073,20,11,0,31
2025-09-12,Odisha,Kalahandi,766102,12,3,0,15
2025-09-12,Odisha,Nabarangapur,764072,12,3,0,15
2025-09-13,Odisha,Malkangiri,764051,16,1,0,17
2025-09-13,Odisha,Bhadrak,756131,11,4,0,15
2025-09-13,Odisha,Kalahandi,766014,14,2,0,16
2025-09-13,Odisha,Nabarangapur,764076,11,5,0,16
2025-09-13,Odisha,Malkangiri,764087,15,1,0,16
2025-09-13,Odisha,Ganjam,761209,16,1,0,17
2025-09-13,Odisha,Nabarangapur,764073,17,1,0,18
2025-09-15,Odisha,Nabarangapur,764074,12,7,0,19
2025-09-15,Odisha,Mayurbhanj,757036,14,3,0,17
2025-09-15,Odisha,Nabarangapur,764073,8,9,0,17
2025-09-15,Odisha,Rayagada,765029,17,2,0,19
2025-09-15,Odisha,Malkangiri,764045,15,2,0,17
2025-09-15,Odisha,Nabarangapur,764076,12,6,0,18
2025-09-15,Odisha,Mayurbhanj,757048,10,7,0,17
2025-09-16,Odisha,Rayagada,765029,17,1,0,18
2025-09-16,Odisha,Nabarangapur,764076,14,7,0,21
2025-09-16,Odisha,Rayagada,765018,16,0,0,16
2025-09-16,Odisha,Nabarangapur,764071,15,2,0,17
2025-09-16,Odisha,Kendujhar,758018,10,4,1,15
2025-09-16,Odisha,Malkangiri,764087,32,2,0,34
2025-09-17,Odisha,Kendrapara,754224,9,6,0,15
2025-09-17,Odisha,Rayagada,765018,16,1,0,17
2025-09-17,Odisha,Malkangiri,764087,18,4,0,22
2025-09-17,Odisha,Nabarangapur,764071,11,10,0,21
2025-09-17,Odisha,Rayagada,765029,21,2,0,23
2025-09-18,Odisha,Bargarh,768029,17,2,0,19
2025-09-18,Odisha,Malkangiri,764087,22,2,0,24
2025-09-18,Odisha,Nabarangapur,764073,18,2,0,20
2025-09-18,Odisha,Nabarangapur,764071,13,12,0,25
2025-09-18,Odisha,Rayagada,765018,20,0,0,20
2025-09-19,Odisha,Cuttack,754035,19,4,0,23
2025-09-19,Odisha,Malkangiri,764047,15,0,0,15
2025-09-19,Odisha,Nabarangapur,764059,20,7,0,27
2025-09-19,Odisha,Nabarangapur,764076,12,12,0,24
2025-09-19,Odisha,Nuapada,766105,14,2,0,16
2025-09-19,Odisha,Rayagada,765018,26,2,0,28
2025-09-19,Odisha,Nabarangapur,764071,38,10,0,48
2025-09-19,Odisha,Nabarangapur,764073,33,9,0,42
2025-09-19,Odisha,Rayagada,765029,30,1,0,31
2025-09-20,Odisha,Nabarangapur,764076,7,12,0,19
2025-09-20,Odisha,Rayagada,765029,19,0,0,19
2025-09-20,Odisha,Nabarangapur,764071,19,10,0,29
2025-09-20,Odisha,Nuapada,766105,14,1,0,15
2025-09-20,Odisha,Rayagada,765017,19,2,0,21
2025-09-22,Odisha,Bargarh,768028,15,1,0,16
2025-09-22,Odisha,Bhadrak,756125,10,5,0,15
2025-09-22,Odisha,Bargarh,768029,16,2,0,18
2025-09-22,Odisha,Rayagada,765017,18,4,0,22
2025-09-22,Odisha,Nabarangapur,764071,12,13,0,25
2025-09-22,Odisha,Puri,752011,13,2,0,15
2025-09-23,Odisha,Dhenkanal,759120,13,2,0,15
2025-09-23,Odisha,Rayagada,765017,27,2,0,29
